"","ds","Global_reactive_power","y","kitchen_kwh","laundry_kwh","waterheat_aircond_kwh","Other_kwh","Voltage","Global_intensity"
"1418",44,186.52,19.8513666666667,0,0.574,5.784,13.4933666666667,245.786916666667,3.42180555555556
"1419",44,176.264,21.5549666666667,1.021,1.108,6.529,12.8969666666667,244.278534722222,3.75958333333333
"1420",44,252.438,42.5857666666667,6.029,11.193,10.286,15.0777666666667,243.152229166667,7.49611111111111
"1421",45,180.498,28.9348,0,0.79,12.61,15.5348,243.775034722222,5.05333333333333
"1422",45,193.958,30.0901333333333,3.255,0.68,9.803,16.3521333333333,238.430222222222,5.34513888888889
"1423",45,174.976,27.8969333333333,1.026,0.621,6.943,19.3069333333333,238.436486111111,4.96597222222222
"1424",45,145.656,30.4256666666667,1.087,0.555,13.038,15.7456666666667,237.7430625,5.37319444444444
"1425",45,154.67,33.7016333333333,2.097,0.583,12.5,18.5216333333333,237.788090277778,5.98597222222222
"1426",45,153.472,32.4422333333333,1.026,5.858,13.308,12.2502333333333,239.084770833333,5.71666666666667
"1427",45,152.188,29.5598666666667,3.424,2.216,6.259,17.6608666666667,238.728708333333,5.25555555555556
"1428",46,151.144,30.6137,2.054,0.489,10.308,17.7627,238.837895833333,5.43486111111111
"1429",46,162.18,33.7195666666667,1.051,0.589,13.853,18.2265666666667,239.332743055556,5.91958333333333
"1430",46,203.694,33.9732,5.344,0.549,8.758,19.3222,239.279798611111,6.03236111111111
"1431",46,126.716,29.1230333333333,1.075,4.222,8.918,14.9080333333333,239.549243055556,5.12569444444444
"1432",46,133.598,25.1624666666667,0,0.478,7.949,16.7354666666667,241.197611111111,4.40361111111111
"1433",46,141.916,26.3672,1.153,0.491,8.915,15.8082,241.452243055556,4.63125
"1434",46,206.196,27.5358666666667,2.175,0.489,9.449,15.4228666666667,241.01675,4.87694444444444
"1435",47,122.928,26.1733333333333,0,0.483,11.914,13.7763333333333,240.046756944444,4.57847222222222
"1436",47,153.768,36.6167666666667,4.367,2.947,11.433,17.8697666666667,240.608333333333,6.47236111111111
"1437",47,119.624,15.0151666666667,0,0.506,4.778,9.73116666666667,241.180194444444,2.63791666666667
"1438",47,142.354,34.0256,4.855,2.11,10.136,16.9246,240.197118055556,6.01416666666667
"1439",47,137.45,26.2922666666667,1.871,0.458,7.611,16.3522666666667,240.575527777778,4.67444444444444
"1440",47,132.46,29.9374666666667,1.096,2.848,12.224,13.7694666666667,240.030965277778,5.24958333333333
"1441",47,116.128,23.8527333333333,1.076,0.426,5.072,17.2787333333333,241.536256944444,4.16944444444444
"1442",48,120.826,24.8017333333333,1.08,0.385,9.989,13.3477333333333,240.291029295329,4.9562945368171
